objectId,inSize,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,arrPrep,merge3,genEnv,witness
sp_208_Normalized,234,31,64,64,64,64,64,64,64,64,397,3
sp_207_Normalized,234,31,64,64,64,64,64,64,64,64,397,3
sp_206_Normalized,234,31,64,64,64,64,64,64,64,64,397,3
sp_69_Normalized,275,64,208,208,208,240,242,242,242,242,519,2
sp_70_Normalized,279,64,208,208,208,240,242,242,242,242,519,2
sp_228_Normalized,285,64,208,208,208,240,242,242,242,242,519,2
sp_229_Normalized,287,64,208,208,208,240,242,242,242,242,519,2
sp_234_Normalized,289,64,208,208,208,240,242,242,242,242,519,2
sp_231_Normalized,291,64,208,208,208,240,242,242,242,242,519,2
sp_239_Normalized,296,64,208,208,208,240,242,242,242,242,519,2
sp_74_Normalized,307,64,208,208,208,240,242,242,242,242,519,2
sp_218_Normalized,333,64,208,208,208,240,242,242,242,242,519,2
sp_214_Normalized,369,31,64,64,64,64,64,64,64,64,397,3
sp_237_Normalized,371,87,345,345,345,518,652,652,652,652,908,2
sp_240_Normalized,378,86,341,341,341,514,648,648,648,648,877,2
sp_147_Normalized,387,97,434,434,434,657,726,726,726,726,1075,9
sp_270_Normalized,397,85,337,337,337,510,644,644,644,644,875,2
sp_176_Normalized,400,82,329,329,282,357,489,489,489,489,867,2
sp_238_Normalized,400,94,373,373,373,546,680,680,680,680,893,2
sp_233_Normalized,401,106,415,415,415,577,957,957,957,957,875,2
sp_271_Normalized,402,100,440,440,440,663,731,731,731,731,1059,12
sp_382_Normalized,408,31,64,64,64,64,64,64,64,64,397,3
sp_141_Normalized,408,124,564,564,528,751,820,820,820,820,1212,11
sp_48_Normalized,428,86,321,321,321,505,583,583,583,583,874,2
sp_174_Normalized,435,107,423,423,373,437,815,815,815,815,875,2
sp_315_Normalized,439,117,485,485,470,704,788,788,788,788,903,9
sp_260_Normalized,455,135,531,531,531,791,1336,1336,1336,1336,914,2
sp_256_Normalized,455,135,531,531,531,791,1336,1336,1336,1336,914,2
sp_171_Normalized,458,102,442,442,375,591,673,673,673,673,899,2
sp_278_Normalized,464,123,512,512,512,735,804,804,804,804,1127,22
sp_60_Normalized,467,136,566,566,566,778,1094,1094,1094,1094,1108,17
sp_325_Normalized,489,122,524,524,524,736,1052,1052,1052,1052,1080,10
sp_327_Normalized,495,194,657,657,657,869,1324,1324,1324,1324,1142,45
sp_78_Normalized,495,113,441,441,441,603,985,985,985,985,888,2
sp_86_Normalized,502,113,421,421,421,594,1085,1085,1085,1085,891,2
sp_89_Normalized,506,138,572,572,572,784,1100,1100,1100,1100,1112,18
sp_146_Normalized,506,159,721,721,685,969,1014,1014,1014,1014,1348,11
sp_85_Normalized,509,115,429,429,429,602,1093,1093,1093,1093,895,2
sp_92_Normalized,510,113,421,421,421,594,1085,1085,1085,1085,891,2
sp_405_Normalized,511,141,582,582,582,794,1108,1108,1108,1108,1119,20
sp_301_Normalized,513,119,500,500,500,723,792,792,792,792,1119,20
sp_59_Normalized,514,122,736,736,736,962,1893,1893,1893,1893,954,2
sp_414_Normalized,516,180,821,821,775,1129,1721,1721,1721,1721,1454,22
sp_71_Normalized,525,158,580,580,580,886,1492,1492,1492,1492,938,2
sp_148_Normalized,531,166,790,790,752,1189,1269,1269,1269,1269,1559,26
sp_40_Normalized,536,162,680,680,680,990,1904,1904,1904,1904,1249,2
sp_159_Normalized,537,113,446,446,373,592,631,631,631,631,908,2
sp_158_Normalized,539,117,458,458,402,640,792,792,792,792,1225,2
sp_164_Normalized,550,171,781,781,781,1146,1611,1611,1611,1611,1694,30
sp_67_Normalized,550,121,474,474,454,691,732,732,732,732,926,2
sp_324_Normalized,552,224,847,847,817,1121,1573,1573,1573,1573,1461,40
sp_318_Normalized,557,166,790,790,752,1189,1269,1269,1269,1269,1559,26
sp_42_Normalized,563,146,600,600,600,932,1545,1545,1545,1545,1284,2
sp_248_Normalized,572,224,847,847,817,1121,1573,1573,1573,1573,1461,40
sp_262_Normalized,572,192,830,830,830,1238,1850,1850,1850,1850,2194,25
sp_165_Normalized,575,187,1011,1011,1011,1397,2389,2389,2389,2389,1715,34
sp_216_Normalized,580,109,470,470,470,693,762,762,762,762,1099,15
sp_44_Normalized,592,148,572,572,572,817,1382,1382,1382,1382,1253,2
sp_413_Normalized,596,185,821,821,821,1186,2010,2010,2010,2010,1676,22
sp_41_Normalized,599,168,682,682,682,1003,2027,2027,2027,2027,1263,2
sp_39_Normalized,602,137,534,534,534,779,1342,1342,1342,1342,1254,2
