objectId,witness
sp_367_Normalized,"{""processingManifest"":null,""schema"":"""",""password"":"""",""database"":""\u0000"",""purpose"":""ENRICHED_EVENTS"",""port"":1,""name"":"""",""sshTunnel"":null,""host"":"""",""id"":"""",""username"":"""",""sslMode"":""DISABLE""}"
sp_223_Normalized,"{""configurationVersion"":0,""configurationBundle"":[]}"
sp_311_Normalized,"{""0"":123}"
sp_200_Normalized,"{""personalizations"":[],""from"":{""email"":""""}}"
sp_236_Normalized,"{""shredding"":{""timestamps"":{""min"":"""",""max"":"""",""jobCompleted"":"""",""jobStarted"":""""},""compression"":""GZIP"",""typesInfo"":{""types"":[],""transformation"":""SHREDDED""},""processor"":{""artifact"":"""",""version"":""""},""base"":""""},""application"":"""",""loadingCompleted"":"""",""attempt"":0,""loadingStarted"":"""",""tags"":{}}"
sp_249_Normalized,"{""self"":{""vendor"":""-"",""format"":""-"",""name"":""-"",""version"":""0-0-0""}}"
sp_353_Normalized,"{""vendor"":"""",""name"":"""",""parameters"":{""output"":{},""database"":{""postgresql"":{""database"":""\u0000"",""password"":"""",""port"":1,""host"":"""",""username"":""\u0000"",""sslMode"":false}},""cache"":{""size"":0,""ttl"":0},""inputs"":[],""query"":{""sql"":""""}},""enabled"":false}"
sp_17_Normalized,{}
sp_398_Normalized,{}
sp_18_Normalized,{}
sp_371_Normalized,"{""schema"":"""",""processingManifest"":null,""purpose"":""ENRICHED_EVENTS"",""maxError"":0,""jdbc"":{},""compRows"":1000,""database"":""\u0000"",""password"":"""",""port"":1,""roleArn"":""\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000"",""host"":"""",""name"":"""",""sshTunnel"":null,""id"":"""",""username"":""""}"
sp_309_Normalized,"{""0"":123}"
sp_372_Normalized,"{""schema"":"""",""processingManifest"":null,""purpose"":""ENRICHED_EVENTS"",""maxError"":0,""jdbc"":{},""compRows"":1000,""password"":"""",""database"":""\u0000"",""port"":1,""roleArn"":""\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000\u0000"",""sshTunnel"":null,""host"":"""",""name"":"""",""id"":"""",""username"":""""}"
sp_328_Normalized,"{""payload"":{""vendor"":"""",""encoding"":"""",""version"":"""",""collector"":""""},""failure"":{""vendor"":"""",""messages"":[],""version"":"""",""timestamp"":""""},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_310_Normalized,"{""0"":123}"
sp_261_Normalized,{}
sp_137_Normalized,"{""name"":""""}"
sp_138_Normalized,"{""name"":""""}"
sp_0_Normalized,"{""app_id"":""""}"
sp_338_Normalized,"{""event"":{},""error"":""""}"
sp_346_Normalized,"{""payload"":{""vendor"":"""",""encoding"":"""",""version"":"""",""collector"":""""},""failure"":{""vendor"":"""",""messages"":[],""version"":"""",""timestamp"":""""},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_339_Normalized,"{""payload"":{},""failure"":""""}"
sp_345_Normalized,"{""failures"":[],""enrichedEvent"":{},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_341_Normalized,"{""payload"":{""eventStruct"":{}},""failure"":{},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_333_Normalized,"{""event"":{},""errors"":[]}"
sp_342_Normalized,"{""payload"":{},""failure"":{""messages"":[],""timestamp"":""""},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_343_Normalized,"{""payload"":{},""failure"":{""messages"":[],""timestamp"":""""},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_330_Normalized,"{""payload"":{},""failure"":{},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_334_Normalized,"{""payload"":{},""failure"":[],""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
sp_331_Normalized,"{""payload"":{},""failure"":{},""processor"":{""artifact"":"""",""version"":""0.0.0""}}"
