objectId,inSize,outSize,totalTime,parsing,extractSchema,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,merge3,initGEnv,genWitness,genSuccess,noWitness,valid,#iterations,cancelledAt,dateAndTime,timeout,git,machine
o64996,5981,15672,31,0,1,0,3,0,2,4,2,0,9,1,2,0,true,false,true,2,,,,,
o65668,5989,11311,23,0,1,0,1,0,0,2,1,0,9,1,2,1,true,false,true,2,,,,,
o9776,6061,28404,3888,0,0,1,36,0,3530,5,296,0,9,1,2,1,true,false,true,2,,,,,
o9957,6095,25996,58,0,0,1,13,0,9,4,8,0,10,2,1,1,true,false,true,2,,,,,
o85188,6110,25300,30,0,0,0,1,0,0,3,4,1,6,1,1,4,true,false,true,2,,,,,
o35870,6132,8766,20,0,0,0,7,0,1,2,1,0,5,1,1,1,true,false,true,2,,,,,
o53524,6200,28440,56,0,0,0,9,0,1,4,7,0,10,2,13,1,true,false,true,2,,,,,
o6152,6203,13197,33,0,0,0,2,0,1,3,3,1,17,1,1,0,true,false,true,2,,,,,
o13124,6237,17137,22,0,0,1,1,0,1,2,2,1,5,1,1,1,true,false,true,2,,,,,
o83286,6289,33765,172,0,0,1,5,0,1,3,6,3,125,6,1,7,true,false,true,3,,,,,
o8618,6379,13679,32,0,0,0,13,0,1,2,2,0,8,1,1,0,true,false,true,2,,,,,
o61772,6392,40745,137,0,0,0,24,0,13,9,20,0,44,2,4,1,true,false,true,2,,,,,
o39535,6483,11928,28,0,0,0,1,0,1,3,1,0,12,1,1,3,true,false,true,2,,,,,
o71453,6516,9320,19,0,0,1,5,0,1,1,0,0,4,1,2,2,true,false,true,2,,,,,
o64963,6523,16420,31,0,0,1,4,0,1,3,0,0,9,1,2,2,true,false,true,2,,,,,
o58281,6618,11319,22,0,0,0,5,0,1,2,3,0,4,0,1,2,true,false,true,2,,,,,
o52856,6647,14387,20,0,0,0,0,0,0,2,1,1,7,1,2,2,true,false,true,2,,,,,
o36469,6691,574,2,0,0,0,0,0,0,1,0,0,0,0,0,1,true,false,true,2,,,,,
o55361,6701,26355,80,0,0,0,7,0,8,3,7,1,37,3,1,0,true,false,true,3,,,,,
o31291,6747,15185,24,0,0,1,5,0,0,2,2,0,5,1,1,2,true,false,true,2,,,,,
o64885,6753,10540,19,0,0,0,1,0,1,1,3,0,8,0,1,1,true,false,true,2,,,,,
o3446,6759,15673,30,1,0,0,5,0,3,4,2,1,7,2,1,0,true,false,true,2,,,,,
o79015,6792,14660,51,0,0,1,17,0,1,3,1,2,17,2,2,0,true,false,true,2,,,,,
o37075,6829,16871,40,0,0,0,15,0,4,2,2,0,9,1,1,1,true,false,true,2,,,,,
o58444,6853,9624,51,0,0,1,25,0,8,2,1,0,9,1,0,1,true,false,true,2,,,,,
o34887,6862,25185,41,1,0,1,4,0,1,4,6,0,12,2,2,0,true,false,true,2,,,,,
o60985,6925,11303,30,0,0,0,12,0,3,2,2,0,6,0,1,0,true,false,true,2,,,,,
o58453,6936,15166,58,0,0,1,17,0,1,1,2,0,23,2,1,1,true,false,true,3,,,,,
o83718,6962,32347,76,1,0,0,14,0,7,15,3,0,7,11,6,1,true,false,true,2,,,,,
o58837,6967,12133,20,0,0,0,1,0,1,2,1,0,7,2,1,0,true,false,true,2,,,,,
o27348,6984,34968,64,0,0,2,17,1,1,4,6,1,12,2,2,4,true,false,JsonSchemaException,2,valid,,,,
o76546,7070,25355,43,1,0,0,5,0,2,4,7,2,11,2,2,0,true,false,true,2,,,,,
o45392,7115,12551,83,0,0,1,38,0,3,2,2,0,29,0,1,0,true,false,true,2,,,,,
o55596,7165,16720,28,0,0,0,2,0,1,4,4,0,10,1,1,0,true,false,true,2,,,,,
o69190,7376,21053,24,0,0,0,1,0,1,3,3,0,8,2,1,0,true,false,true,2,,,,,
o63300,7384,24708,42,0,0,0,12,0,1,3,6,0,8,1,1,0,true,false,true,2,,,,,
o41096,7396,31381,81,0,0,1,13,0,15,10,9,1,16,4,1,0,true,false,true,2,,,,,
o63302,7404,19348,62,0,0,1,16,0,3,3,6,1,18,4,1,2,true,false,true,3,,,,,
o81164,7443,21778,55,0,0,1,19,0,5,2,2,1,14,1,1,2,true,false,true,2,,,,,
o76745,7444,13665,27,0,1,0,0,0,0,1,1,0,11,1,1,1,true,false,true,3,,,,,
o75283,7593,21165,30,0,0,0,3,0,2,4,3,0,8,1,1,0,true,false,true,2,,,,,
o6768,7638,23682,37,0,1,0,6,0,1,4,3,1,8,1,2,1,true,false,true,2,,,,,
o90924,7671,28670,129,0,0,0,7,0,4,3,3,2,97,4,2,0,true,false,true,2,,,,,
o9830,7742,39982,5295,0,0,1,43,0,4768,8,444,1,13,2,3,0,true,false,true,2,,,,,
o60987,7757,13124,37,1,0,0,14,0,1,3,2,0,10,1,1,0,true,false,true,2,,,,,
o9831,7782,40088,5200,0,0,0,40,0,4670,7,451,1,12,3,3,3,true,false,true,2,,,,,
o33938,7855,8579,14,0,0,1,1,0,1,1,1,0,4,1,1,1,true,false,true,2,,,,,
o60986,7928,14277,36,0,0,1,14,0,2,2,2,1,9,0,1,0,true,false,true,2,,,,,
o35866,7964,55704,146,0,0,0,18,0,18,21,48,2,1,25,0,0,true,false,true,2,,,,,
o9836,7967,41654,8490,0,0,0,44,0,7740,7,666,1,13,3,2,0,true,false,true,2,,,,,
o9837,8007,41767,8024,0,0,0,64,0,7189,8,729,0,14,2,3,0,true,false,true,2,,,,,
o9877,8034,36448,3770,0,0,1,23,0,3354,5,316,2,32,4,3,0,true,false,true,2,,,,,
o61653,8066,63218,250,1,0,0,64,0,82,5,36,0,42,1,1,5,true,false,true,2,,,,,
o44063,8131,3165,5,0,0,0,1,0,0,0,1,0,1,0,1,0,true,false,true,2,,,,,
o47674,8169,31290,102,1,0,1,17,0,1,4,2,3,54,4,3,1,true,false,true,3,,,,,
o90925,8239,31708,192,0,0,1,7,0,5,3,2,2,134,29,2,1,true,false,true,2,,,,,
o61003,8378,21934,35,0,0,1,10,0,1,3,2,0,8,1,1,0,true,false,true,2,,,,,
o15172,8406,33767,68,0,0,0,13,0,4,8,16,1,10,3,2,0,true,false,true,2,,,,,
o4237,8412,16265,29,1,0,0,7,0,2,2,2,1,6,0,1,0,true,false,true,2,,,,,
o90000,8417,10579,23,0,0,0,6,0,0,2,5,0,2,1,1,1,true,false,true,2,,,,,
o9832,8456,43145,8546,1,0,1,43,0,7764,8,693,1,16,3,3,1,true,false,true,2,,,,,
o71321,8475,22609,42,1,0,0,2,0,1,17,3,1,7,1,1,1,true,false,true,2,,,,,
o65957,8486,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,true,2,,,,,
o16103,8525,28402,71,0,0,0,26,0,3,4,4,1,18,2,2,0,true,false,true,2,,,,,
o33933,8542,9600,17,0,0,1,1,0,1,1,1,0,5,0,0,1,true,false,true,2,,,,,
o71552,8570,28187,34,0,0,1,1,0,2,3,3,1,14,1,1,0,true,false,true,2,,,,,
o57433,8673,14216,70,0,1,0,21,0,6,2,1,0,29,3,0,0,true,false,true,2,,,,,
o61781,8722,35254,67,0,0,1,9,0,3,18,7,2,11,2,2,4,true,false,true,2,,,,,
o67017,8783,14582,69,0,0,1,17,0,6,3,1,1,33,3,1,0,true,false,true,2,,,,,
o23178,8785,20468,55,0,1,1,20,0,3,3,3,2,11,1,2,2,true,false,true,2,,,,,
