objectId,inSize,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,arrPrep,merge3,genEnv,witness
wp_94_Normalized,23860,4606,17538,17538,17223,24091,78186,78186,78186,78186,72774,2
wp_96_Normalized,100027,20896,73762,73762,70645,95843,1059149,1059149,1059305,1059149,436423,2
wp_53_Normalized,100048,20917,73804,73804,70016,95164,1039921,1039921,1039921,1039921,414052,2
wp_78_Normalized,100148,20905,73780,73780,70261,95459,1060147,1060147,1060647,1060147,443448,2
wp_83_Normalized,100192,20893,72486,72486,69145,93953,1053579,1053579,1053729,1053579,423661,2
wp_8_Normalized,100344,22172,76811,76811,73514,98662,1120365,1120365,1120365,1120365,452807,35
wp_105_Normalized,100546,22531,76352,76352,72629,97777,1143611,1143611,1144975,1143611,476321,27
wp_4_Normalized,100554,22152,76771,76771,73148,98296,1115231,1115231,1115470,1115231,466371,30
wp_1_Normalized,104992,22780,77882,77882,74271,99991,1131983,1131983,1131983,1131983,496994,75
wp_9_Normalized,105788,22887,79685,79685,76624,102931,1134306,1134306,1134612,1134306,499754,77
wp_26_Normalized,107125,24084,81300,81300,78148,104617,1194717,1194717,1194717,1194717,585880,50
wp_5_Normalized,108152,23168,81808,81808,78265,105176,1139743,1139743,1140158,1139743,481261,84
wp_0_Normalized,109060,25078,86404,86404,82253,109394,1131621,1131621,1132670,1131621,494987,51
wp_27_Normalized,109508,24639,83262,83262,79520,106642,1201305,1201305,1201443,1201305,601421,59
wp_15_Normalized,109531,25760,84769,84769,80255,106818,1165000,1165000,1165164,1165000,509627,37
wp_6_Normalized,111498,25862,88211,88211,83566,110457,1130857,1130857,1131019,1130857,500817,37
wp_98_Normalized,111978,24085,84464,84464,81040,109029,1078955,1078955,1079015,1078955,482846,30
wp_123_Normalized,116157,26809,91283,91283,85457,114076,1135991,1135991,1136042,1135991,518969,35
wp_7_Normalized,116261,26495,90621,90621,86945,114709,1138573,1138573,1138573,1138573,510382,79
wp_124_Normalized,120959,27405,93578,93578,88743,118224,1166224,1166224,1166812,1166224,586797,76
wp_3_Normalized,127086,28693,97890,97890,92776,123040,1176822,1176822,1176822,1176822,555369,40
wp_17_Normalized,139858,32287,110947,110947,105057,138426,1178084,1178084,1178385,1178084,629623,35
wp_35_Normalized,145128,33083,114525,114525,110551,145183,1181757,1181757,1181961,1181757,668392,61
