"objectId","inSize","outSize","totalTime","parsing","extractSchema","X2Full","X2Witness","notElim","merge1","groupize","separation","expansion","preparation","merge3","initGEnv","genWitness","genSuccess","noWitness","valid","X.iterations","cancelledAt","dateAndTime","timeout","git","machine"
"kb_493_Normalized",188,166,5,0,0,0,1,0,0,0,0,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_492_Normalized",188,166,7,0,0,0,1,0,0,0,0,0,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_491_Normalized",188,166,5,0,0,0,1,0,0,0,0,1,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_499_Normalized",197,166,4,0,0,0,0,0,0,0,0,0,1,0,0,0,"true","false","true",2,NA,"",NA,"",""
"kb_498_Normalized",197,166,5,1,0,0,0,0,0,1,0,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_497_Normalized",197,166,4,0,0,0,1,0,0,0,0,0,1,0,0,1,"true","false","true",2,NA,"",NA,"",""
"kb_960_Normalized",242,459,37,0,1,1,2,0,0,2,4,1,6,0,7,2,"true","false","true",2,NA,"",NA,"",""
"kb_959_Normalized",242,459,10,0,0,0,1,0,1,1,0,0,2,0,2,1,"true","false","true",2,NA,"",NA,"",""
"kb_958_Normalized",242,459,10,1,0,0,0,0,0,1,0,0,2,0,2,2,"true","false","true",2,NA,"",NA,"",""
"kb_1063_Normalized",246,166,3,0,0,0,0,0,0,1,0,0,0,0,2,0,"true","false","true",2,NA,"",NA,"",""
"kb_1062_Normalized",246,166,5,0,0,1,0,0,0,0,0,1,0,0,2,1,"true","false","true",2,NA,"",NA,"",""
"kb_872_Normalized",337,768,24,1,0,0,0,0,0,2,1,0,2,0,12,1,"true","false","true",2,NA,"",NA,"",""
"kb_871_Normalized",337,768,17,0,0,1,0,0,0,2,1,1,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_870_Normalized",337,768,10,0,0,0,1,0,0,2,1,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_919_Normalized",351,768,10,0,0,0,1,0,0,1,1,0,1,0,2,1,"true","false","true",2,NA,"",NA,"",""
"kb_917_Normalized",361,768,9,0,0,0,1,0,0,1,1,1,2,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_916_Normalized",361,768,8,0,0,0,0,0,0,1,1,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_920_Normalized",362,768,8,0,0,0,1,0,0,1,0,0,1,1,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_918_Normalized",362,768,8,0,0,0,1,0,0,1,0,0,1,1,1,1,"true","false","true",2,NA,"",NA,"",""
