objectId,inSize,outSize,totalTime,parsing,extractSchema,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,merge3,initGEnv,genWitness,genSuccess,noWitness,valid,#iterations,cancelledAt,dateAndTime,timeout,git,machine
wp_57_Normalized,3211,14458,114,0,1,1,11,0,3,5,5,1,62,5,4,1,true,false,true,3,,,,,
wp_30_Normalized,3214,4057,22,0,0,0,7,0,1,2,1,0,4,0,2,2,true,false,true,2,,,,,
wp_114_Normalized,3315,4416,23,0,0,1,7,0,1,1,1,0,5,0,2,2,true,false,true,2,,,,,
wp_34_Normalized,3589,4699,22,0,0,0,7,0,0,1,1,0,4,0,2,2,true,false,true,2,,,,,
wp_103_Normalized,3621,5096,26,1,0,0,1,0,0,2,2,0,6,7,2,1,true,false,true,2,,,,,
wp_51_Normalized,3689,3909,19,0,0,1,7,0,2,1,1,0,3,0,2,0,true,false,true,2,,,,,
wp_112_Normalized,4072,8210,29,0,0,0,8,0,1,3,3,0,5,1,2,2,true,false,true,2,,,,,
wp_107_Normalized,4292,3888,16,0,0,0,5,0,1,1,0,0,4,0,1,1,true,false,true,2,,,,,
wp_21_Normalized,4598,9845,64,0,8,1,19,0,7,2,6,2,7,0,2,3,true,false,true,2,,,,,
wp_113_Normalized,4621,9972,53,0,1,0,10,0,2,3,2,1,19,3,2,3,true,false,true,3,,,,,
wp_47_Normalized,4765,3913,18,0,0,1,7,0,0,1,1,0,3,0,1,0,true,false,true,2,,,,,
wp_74_Normalized,4842,10095,58,0,0,1,26,0,7,3,4,0,10,1,1,1,true,false,true,2,,,,,
wp_116_Normalized,5076,6628,32,0,1,0,10,0,2,2,0,0,7,0,2,3,true,false,true,2,,,,,
wp_33_Normalized,5213,7649,32,0,0,0,8,0,0,2,1,1,11,0,3,2,true,false,true,2,,,,,
wp_11_Normalized,5304,8391,29,0,0,0,9,0,1,2,1,1,7,1,1,2,true,false,true,2,,,,,
wp_13_Normalized,5621,5949,28,0,0,0,10,0,0,2,1,0,7,0,2,2,true,false,true,2,,,,,
wp_28_Normalized,5664,14795,57,0,0,0,11,0,1,3,1,1,27,2,4,2,true,false,true,2,,,,,
wp_12_Normalized,5757,8847,37,0,0,1,10,0,2,2,7,0,6,1,1,2,true,false,true,2,,,,,
wp_117_Normalized,5770,5942,21,0,1,0,6,0,1,2,1,0,6,0,2,0,true,false,true,2,,,,,
wp_29_Normalized,5872,13576,46,0,0,0,12,0,1,3,1,1,20,2,2,1,true,false,true,2,,,,,
wp_16_Normalized,5990,8148,29,0,0,0,6,0,2,3,2,1,8,1,1,2,true,false,true,2,,,,,
wp_23_Normalized,6047,6619,27,0,0,1,9,0,1,2,1,0,6,1,2,2,true,false,true,2,,,,,
wp_73_Normalized,6162,7536,38,1,0,0,18,0,2,2,1,0,7,0,2,0,true,false,true,2,,,,,
wp_14_Normalized,6449,13117,54,0,0,0,11,0,1,3,2,0,23,2,3,2,true,false,true,3,,,,,
wp_118_Normalized,6845,8045,24,0,0,1,6,0,0,2,1,0,7,1,2,0,true,false,true,2,,,,,
wp_81_Normalized,7837,14958,57,0,0,1,22,0,4,3,3,1,12,1,2,1,true,false,true,2,,,,,
wp_31_Normalized,8311,9730,37,0,0,1,9,0,1,3,1,0,9,1,2,1,true,false,true,2,,,,,
wp_2_Normalized,8902,12198,35,0,0,1,4,0,2,4,2,0,11,0,2,3,true,false,true,2,,,,,
wp_100_Normalized,9749,18917,66,0,0,1,15,0,3,4,3,1,23,5,2,0,true,false,true,3,,,,,
