objectId,inSize,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,arrPrep,merge3,genEnv,witness
wp_19_Normalized,2958,800,2864,2864,2809,3632,3849,3849,3988,3849,4504,42
wp_20_Normalized,3139,812,2820,2820,2765,3570,3819,3819,3819,3819,4320,31
wp_57_Normalized,3211,557,5892,5892,5707,7950,14458,14458,14458,14458,15102,20
wp_30_Normalized,3214,841,2970,2970,2874,3709,4057,4057,4057,4057,4540,20
wp_114_Normalized,3315,791,2728,2728,2673,3583,4416,4416,4416,4416,4681,47
wp_34_Normalized,3589,971,3227,3227,3172,3998,4699,4699,4699,4699,5410,28
wp_103_Normalized,3621,693,2636,2636,2636,3663,5096,5096,5370,5096,3701,83
wp_51_Normalized,3689,825,2903,2903,2807,3644,3909,3909,3909,3909,5269,2
wp_112_Normalized,4072,992,3885,3885,3734,4957,8210,8210,8210,8210,6567,62
wp_107_Normalized,4292,970,3262,3262,2916,3876,3888,3888,3888,3888,4308,11
wp_21_Normalized,4598,1067,4031,4031,3845,5280,9845,9845,9845,9845,7009,62
wp_113_Normalized,4621,1119,4084,4084,3974,5335,9972,9972,9972,9972,8329,41
wp_47_Normalized,4765,945,3269,3269,2974,3966,3913,3913,3913,3913,5063,2
wp_74_Normalized,4842,1123,4707,4707,4380,5873,10095,10095,10095,10095,5002,2
wp_116_Normalized,5076,1216,3992,3992,3807,5249,6628,6628,6628,6628,9016,106
wp_33_Normalized,5213,1505,4879,4879,4824,6140,7649,7649,7649,7649,9823,26
wp_11_Normalized,5304,1922,5573,5573,5363,6712,8391,8391,8391,8391,14150,95
wp_13_Normalized,5621,1176,3937,3937,3867,5238,5949,5949,5949,5949,7618,75
wp_28_Normalized,5664,1555,5199,5199,5059,6330,14795,14795,14844,14795,14801,15
wp_12_Normalized,5757,1999,5879,5879,5733,7204,8847,8847,8881,8847,15234,98
wp_117_Normalized,5770,1456,4568,4568,4178,5404,5942,5942,5942,5942,7313,2
wp_29_Normalized,5872,1539,5167,5167,5068,6339,13576,13576,13756,13576,10653,15
wp_16_Normalized,5990,1210,4608,4608,4454,6115,8148,8148,8148,8148,7560,73
wp_23_Normalized,6047,1597,5254,5254,4946,6350,6619,6619,6709,6619,8253,46
wp_73_Normalized,6162,1557,5386,5386,5231,6806,7536,7536,7536,7536,10168,2
wp_14_Normalized,6449,1439,5427,5427,5143,7092,13117,13117,13117,13117,11999,34
wp_118_Normalized,6845,1831,5644,5644,5333,6825,8045,8045,8127,8045,10198,2
wp_81_Normalized,7837,1483,5990,5990,5834,7992,14958,14958,14958,14958,11405,30
wp_31_Normalized,8311,2211,7061,7061,6709,8558,9730,9730,9861,9730,12298,23
wp_2_Normalized,8902,1664,6641,6641,6512,9617,12198,12198,12198,12198,17213,106
wp_100_Normalized,9749,1922,6941,6941,6800,9165,18917,18917,18917,18917,13420,2
